tier	gwas studies	PGS id	name	other names	GWAS tags	source	note
D	4	FVG	Friuli-Venezia Giulia		FVG	PGS + GWAS	
D	4	GACRS	Genetics of Asthma in Costa Rica Study		GACRS	PGS + GWAS	
D	4	GELCC	GELCC familial lung cancer samples		GELCC	PGS + GWAS	
D	4	GenHAT	Genetics of Hypertension Associated Treatment		GenHAT	PGS + GWAS	
D	4	GenKOLS	Genetics of Chronic Obstructive Lung Disease		GenKOLS	PGS + GWAS	
D	4	GLAD	Genetic Links to Anxiety and Depression		GLAD	PGS + GWAS	
D	4	GLIDE	Gene-Lifestyle Interactions in Dental Endpoints		GLIDE	PGS + GWAS	
D	4	GoSHARE	Genetics of the Scottish Health Research Register		GoSHARE	PGS + GWAS	
D	4	GRaD	Genes, Reading and Dyslexia		GRaD	PGS + GWAS	
D	4	GRID	Genetic Resource Investigating Diabetes		GRID	PGS + GWAS	
D	4	HABS	Harvard Aging Brain Study		HABS	PGS + GWAS	
D	4	HCMR	Hypertrophic Cardiomyopathy registry		HCMR	PGS + GWAS	
D	4	HKOS	Hong Kong Osteoporosis Study		HKOS	PGS + GWAS	
D	4	HTN	Hypertension-Insulin Resistance Family Study		HTN	PGS + GWAS	
D	4	IAMDGC	International AMD genomics consortium		IAMDGC	PGS + GWAS	
D	4	ICH	ICH		ICH	PGS + GWAS	
D	4	ICR_b	Institute of Cancer Research		ICR_b	PGS + GWAS	
D	4	IMS	Indian Migration Study		IMS	PGS + GWAS	
D	4	IORRA	Institute of Rheumatology Rheumatoid Arthritis		IORRA	PGS + GWAS	
D	4	ISGC	International Suicide Genomics Consortium		ISGC	PGS + GWAS	
D	4	MAGNet	Myocardial Applied Genomics Network study		MAGnet	PGS + GWAS	
D	4	MGH_AF	Massachusetts General Hospital Atrial Fibrillation Study		MGH_AF	PGS + GWAS	
D	4	MGH-AF	Massachusetts General Hospital Atrial Fibrillation Study		MGH_AF	PGS + GWAS	
D	4	NIMH	National Institute of Mental Health		NIMH	PGS + GWAS	
D	4	NSGHI	North Shore University Health systems Genomic Health Initiative		NSGHI	PGS + GWAS	
D	4	NSHD	MRC National Survey of Health and Development		NSHD	PGS + GWAS	
D	4	ODSCS	Oxford Down Syndrome Cohort Study		ODSCS	PGS + GWAS	
D	4	POST	Pharmacogenetics of Opioid Substitution Treatment Response		POST	PGS + GWAS	
D	4	PRACTICAL	Prostate Cancer Association Group to Investigate Cancer-Associated Alterations		PRACTICAL	PGS + GWAS	
D	4	PROCAM	The Prospective Cardiovascular Münster Study		PROCAM	PGS + GWAS	
D	4	PsyCourse	PsyCourse Study		PsyCourse	PGS + GWAS	
D	4	QIMR-BGE	QIMR Berghofer Genetic Epidemiology Cohort		QIMR-BGE	PGS + GWAS	
D	4	Q-MEGA	Queensland study of Melanoma: Environment and Genetic Associations		Q-MEGA	PGS + GWAS	
D	4	RBH-CRB	Royal Brompton & Harefield Hospitals NHS Trust Cardiovascular Research Biobank	RBHHCRB	RBH-CRB	PGS + GWAS	
D	4	ROOT	Genome-Wide Association Study of Breast Cancer in the African Diaspora		ROOT	PGS + GWAS	
D	4	Rush	Rush University Medical Center		Rush	PGS + GWAS	
D	4	SAPPHIRE	The Study of Asthma Phenotypes and Pharmacogenomic Interactions by Race-Ethnicity		SAPPHIRE	PGS + GWAS	
D	4	SEATON	Aberdeen Study of Eczema and Asthma to Observe the Effects of Nutrition		SEATON	PGS + GWAS	
D	4	START	SouTh Asian BiRth CohorT		START	PGS + GWAS	
D	4	TESRA	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist		TESRA	PGS + GWAS	
D	4	TRIPOD	TRoglitazone In the Prevention Of Diabetes		TRIPOD	PGS + GWAS	
D	4	TRIUMPH	TRanslational Initiative on Unique and novel strategies for Management of Patients with Heart failure		TRIUMPH	PGS + GWAS	
D	4	UKDHP	UK Digital Heart Project		UKDHP	PGS + GWAS	
D	4	Umea	Umea		Umea	PGS + GWAS	
D	4	VISP	Vitamin Intervention for Stroke Prevention		VISP	PGS + GWAS	
D	4	WAABCS	Women of African Ancestry Breast Cancer Study		WAABCS	PGS + GWAS	
D	4	WFSM	Wake Forest University School of Medicine Study		WFSM	PGS + GWAS	
D	4		TARCC2		TARCC2	GWAS only	
D	4		MexGenCOVID Initiative		MexGenCOVID Initiative	GWAS only	
D	4		GOLD		GOLD	GWAS only	
D	4		JapanTaskForce		JapanTaskForce	GWAS only	
D	4		NIDDM		NIDDM	GWAS only	
D	4		DEGESCO		DEGESCO	GWAS only	
D	4		Ioannina		Ioannina	GWAS only	
D	4		Mount Sinai		Mount Sinai	GWAS only	
D	3	SEARCH-DY	SEARCH for Diabetes in Youth	search	SEARCH-DY	PGS + GWAS	
D	3	ABCFS	Australian Breast Cancer Family Study		ABCFS	PGS + GWAS	
D	3	ACCC	Asia Colorectal Cancer Consortium		ACCC	PGS + GWAS	
D	3	ACTG	AIDS Clinical Trials Group		ACTG	PGS + GWAS	
D	3	ADAMS	A Genetic Association study in Diverse Ancestries of Multiple Sclerosis		ADAMS	PGS + GWAS	
D	3	ADVANCE	Atherosclerotic Disease, Vascular function, and Genetic Epidemiology		ADVANCE	PGS + GWAS	
D	3	ALIENOR	Antioxydants, Lipides Essentiels, Nutrition et maladies OculaiRes		ALIENOR	PGS + GWAS	
D	3	APDGC	Autopsy-Confirmed PD GWAS Consortium		APDGC	PGS + GWAS	
D	3	ARCAGE	ARCAGE		ARCAGE	PGS + GWAS	
D	3	ASGC	Australian Stroke Genetics Collaborative		ASGC	PGS + GWAS	
D	3	BASICMAR	BASe de datos de ICtus del hospital del MAR		BASICMAR	PGS + GWAS	
D	3	BBCC	Bavarian Breast Cancer Cases and Controls		BBCC	PGS + GWAS	
D	3	BCEES	Breast Cancer Employment and Environment Study		BCEES	PGS + GWAS	
D	3	BCQ19	Biobanque Québécoise de la Covid-19		BCQ19	PGS + GWAS	
D	3	BiDirect	The BiDirect study		BiDirect	PGS + GWAS	
D	3	BMES	Blue Mountain Eye Study		BMES	PGS + GWAS	
D	3	Bonn-OMNI	Bonn-OMNI		Bonn-OMNI	PGS + GWAS	
D	3	BRAINS	Bio-Repository of DNA in Stroke		BRAINS	PGS + GWAS	
D	3	BREOGAN	Breast Oncology Galicia Network		BREOGAN	PGS + GWAS	
D	3	CAGE-KING	CAGE-KING_Quad		CAGE-KING	PGS + GWAS	
D	3	CCAF	Cleveland Clinic AF Study		CCAF	PGS + GWAS	
D	3	CCRLP	California Cancer Records Linkage Project		CCRLP	PGS + GWAS	
D	3	CGI	Japan Coronavirus Taskforce		CGI	PGS + GWAS	
D	3	CLOZUK	The CLOZUK cohort		CLOZUK	PGS + GWAS	
D	3	Colo2&3	Hawaii Colorectal Cancer studies 2&3		Colo2&3	PGS + GWAS	
D	3	COL_Twin	Colorado Longitidinal Twin Study		COL_Twin	PGS + GWAS	
D	3	CSDC	Combined Small Datasets Collection		CSDC	PGS + GWAS	
D	3	CU-COVID-19	Columbia University COVID19 Biobank		CU-COVID-19	PGS + GWAS	
D	3	D2D2007	FIN-D2D study		D2D2007	PGS + GWAS	
D	3	DBB	The Diet-Body-Brain cohort		DBB	PGS + GWAS	
D	3	DILGOM	Lifestyle and Genetic determinants of Obesity and Metabolic syndrome study		DILGOM	PGS + GWAS	
D	3	DPS	DPS		DPS	PGS + GWAS	
D	3	Duke FEATURE	Duke study of Functional Endpoints for Age-related Macular Degeneration		Duke_FEATURE	PGS + GWAS	
D	3	E2C2	E2C2		E2C2	PGS + GWAS	
D	3	EDIS	Epidemiology of Dementia in Singapore		EDIS	PGS + GWAS	
D	3	EGG	Early Growth Genetics Consortium		EGG	PGS + GWAS	
D	3	EOVT	Early-Onset Venous Thrombosis		EOVT	PGS + GWAS	
D	3	FHRISK	Family History Clinic in Manchester		FHRISK	PGS + GWAS	
D	3	GASC	German Aortic Stenosis Cohort		GASC	PGS + GWAS	
D	3	GCNKSS	Greater Cincinnati/Northern Kentucky Stroke Study		GCNKSS	PGS + GWAS	
D	3	Genotek	Genotek COVID-19 study		Genotek	PGS + GWAS	
D	3	GINI	German Infant Study on the influence of Nutrition Intervention		GINI	PGS + GWAS	
D	3	GOCS	German Ovarian Cancer Study		GOCS	PGS + GWAS	
D	3	GoKinD	Genetics of Kidneys in Diabetes Study		GoKinD	PGS + GWAS	
D	3	GRAZ	GRAZ		GRAZ	PGS + GWAS	
D	3	HN5000	United Kingdom case-series		HN5000	PGS + GWAS	
D	3	IARCCES	International Agency for Research on Cancer Central Europe Study		IARCCES	PGS + GWAS	
D	3	IBG	Institute for Behavioral Genetics		IBG	PGS + GWAS	
D	3	ICGH	International Collaboration for the Genomics of HIV		ICGH	PGS + GWAS	
D	3	IEGC	International Endometriosis Genetics Consortium		IEGC	PGS + GWAS	
D	3	Illumina_iControlDB	Illumina iControlDB	Illumina iControlDB	Illumina_iControlDB	PGS + GWAS	
D	3	INGI-Val_Borbera	Italian Network on Genetic Isolates-Val Borbera	INGI-Val Borbera	INGI-Val Borbera; INGI-Val_Borbera	PGS + GWAS	
D	3	ISGS	Ischemic Stroke Genetics Study		ISGS	PGS + GWAS	
D	3	KARMA	Karolinska Mammography Project for Risk Prediction of Breast Cancer – Cohort Study		KARMA	PGS + GWAS	
D	3	kConFab	Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer		kConFab	PGS + GWAS	
D	3	KRAKOW	Krakow stroke genetics study		KRAKOW	PGS + GWAS	
D	3	LSGS	Leuven Stroke Genetics Study		LSGS	PGS + GWAS	
D	3	MADCaP	Men of African Descent and Carcinoma of the Prostate		MADCaP	PGS + GWAS	
D	3	Maywood	Maywood Cohort		Maywood	PGS + GWAS	
D	3	MBCFS	Breast Cancer Family Study		MBCFS	PGS + GWAS	
D	3	MCGILL	McGill University		MCGILL; McGill	PGS + GWAS	
D	3	MCISS	Middlesex County Ischemic Stroke Study		MCISS	PGS + GWAS	
D	3	MCS	Memory Clinic in Singapore study		MCS	PGS + GWAS	
D	3	MGH-GASROS	Genes Affecting Stroke Risk and Outcome Study		MGH-GASROS	PGS + GWAS	
D	3	MIA	Melanoma Institute Australia		MIA	PGS + GWAS	
D	3	Montrachet	Montrachet Study Cohort		Montrachet	PGS + GWAS	
D	3	MrOS-USA	Osteoporotic Fractures in Men Study USA		MrOS-USA	PGS + GWAS	
D	3	MUNICH	MUNICH stroke study		MUNICH	PGS + GWAS	
D	3	MurciaTR	Murcia Twin Registry	MTR	MurciaTR	PGS + GWAS	
D	3	NEXGENS	Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia		NEXGENS	PGS + GWAS	
D	3	NGRC	NeuroGenetics Research Consortium		NGRC	PGS + GWAS	
D	3	Nigeria	Genetics of Hypertension in Blacks		Nigeria	PGS + GWAS	
D	3	NJMU GSA Project	Nanjing Medical University Global Screening Array project		NJMU GSA Project	PGS + GWAS	
D	3	OD	Oxford Discovery		OD	PGS + GWAS	
D	3	OXVASC	Oxford Vascular Study		OXVASC	PGS + GWAS	
D	3	OZALC	Alcohol Research using Australian twins and their families		OZALC	PGS + GWAS	
D	3	PDCGC	Parkinson’s Disease Cognitive Genetics Consortium		PDCGC	PGS + GWAS	
D	3	PERF	Prospective Epidemiological Risk Factor study		PERF	PGS + GWAS	
D	3	POCS	Poland Ovarian Cancer Study		POCS	PGS + GWAS	
D	3	RPGEH	Research Program on Genes, Environment and Health		RPGEH	PGS + GWAS	
D	3	SALTY	Screening Across the Lifespan Twin survey, Younger cohort		SALTY	PGS + GWAS	
D	3	SARP	Severe Asthma Research Program		SARP	PGS + GWAS	
D	3	SCCRIP	Sickle Cell Clinical Research and Intervention Program		SCCRIP	PGS + GWAS	
D	3	SDS	Shanghai Diabetes Study		SDS	PGS + GWAS	
D	3	SGP	Sickle Cell Genome Project		SGP	PGS + GWAS	
D	3	SGSSL	St GeorgeÌs Stroke Study, London, UK		SGSSL	PGS + GWAS	
D	3	SIBS	Sisters in Breast Screening		SIBS	PGS + GWAS	
D	3	SJLIFE	St Jude Lifetime Cohort Study		SJLIFE	PGS + GWAS	
D	3	SLRCCSG	Swedish Low-Risk Colorectal Cancer Study Group		SLRCCSG	PGS + GWAS	
D	3	SMS_AD	Screening Markers for Colorectal Cancer Study (advanced adenomas)	SMS AD	SMS_AD	PGS + GWAS	
D	3	SWISS	Siblings with Ischemic Stroke Study		SWISS	PGS + GWAS	
D	3	SYS	Saguenay Youth Study		SYS	PGS + GWAS	
D	3	TGEN2	Translational Genomics Research Institute series 2		TGEN2	PGS + GWAS	
D	3	ThyroidOmics	The ThyroidOmics Consortium		ThyroidOmics	PGS + GWAS	
D	3	TODAY	Treatment Options for Type 2 Diabetes in Adolescents and Youth		TODAY	PGS + GWAS	
D	3	TP	Tracking Parkinson's		TP	PGS + GWAS	
D	3	UAB	University of Alabama at Birmingham		UAB	PGS + GWAS	
D	3	UKS	Universitatsklinikum Saarlandes		UKS	PGS + GWAS	
D	3	VIVA	Viborg Vascular		VIVA; Viva	PGS + GWAS	
D	3	WBCR	The West Bank Cancer Registry		WBCR	PGS + GWAS	
D	3	WUSTL	Washington University St. Louis Study		WUSTL	PGS + GWAS	
D	3		Multiethnic Genome-wide Scan of Prostate Cancer		Multiethnic Genome-wide Scan of Prostate Cancer	GWAS only	
D	3		SIGNET-REGARDS		SIGNET-REGARDS	GWAS only	
D	3		EBI MERGE		EBI MERGE	GWAS only	
D	3		CALGB 80303		CALGB 80303	GWAS only (candidate COHO:0000022 Cancer and Leukemia Group B)	
D	3		CALGB 90401		CALGB 90401	GWAS only (candidate COHO:0000022 Cancer and Leukemia Group B)	
D	3		Colonomics		Colonomics	GWAS only	
D	3		Kentucky		Kentucky	GWAS only	
D	3		Intermountain		Intermountain	GWAS only	
D	3		CALGB 40503		CALGB 40503	GWAS only (candidate COHO:0000022 Cancer and Leukemia Group B)	
D	2	23mofang	23mofang Personal Genome Services		23mofang	PGS + GWAS	
D	2	3DFN	3D Facial Norms cohort		3DFN	PGS + GWAS	
D	2	4D-SZ	4D-SZ cohort		4D-SZ	PGS + GWAS	
D	2	AIDHS	Asian Indian Diabetic Heart Study		AIDHS	PGS + GWAS	
D	2	AREDS	Age-Related Eye Disease Study		AREDS	PGS + GWAS	
D	2	ARK	African Research Kidney Disease study		ARK	PGS + GWAS	
D	2	Army STARRS	The Army Study to Assess Risk and Resilience in Servicemembers		Army STARRS	PGS + GWAS	
D	2	BACS	Berkeley Aging Cohort Study		BACS	PGS + GWAS	
D	2	BAGS	Barbados Asthma Genetics Study		BAGS	PGS + GWAS	
D	2	BDA	British Diabetes Association		BDA	PGS + GWAS	
D	2	BDAPUSC	Brain Development and Air Pollution Ultrafine Particles in School Children		BDAPUSC	PGS + GWAS	
D	2	BioResource	NIHR Cambridge BioResource		NIHR Cambridge BioResource	PGS + GWAS	
D	2	BPC3	The National Cancer Institute Breast and Prostate Cancer Cohort Consortium		BPC3	PGS + GWAS	
D	2	BRI	Benaroya Research Institute, Seattle, Washington		BRI	PGS + GWAS	
D	2	BSTOP	Biomarkers of Systemic Treatment Outcomes in Psoriasis study		BSTOP	PGS + GWAS	
D	2	BWHS	Black Womens Health Study		BWHS	PGS + GWAS	
D	2	CACTI	The Coronary Artery Calcification in Type 1 Diabetes		CACTI	PGS + GWAS	
D	2	CASP	Collaborative Association Study of Psoriasis		CASP	PGS + GWAS	
D	2	CA UG Study	California and Uganda Prostate Cancer Study		CA UG Study	PGS + GWAS	
D	2	CBC	Cryptosporidiosis and Enteropathogens in Bangladesh Birth Cohort		CBC	PGS + GWAS	
D	2	CCF	Cleveland Clinic Foundation		CCF	PGS + GWAS	
D	2	CCSS	Childhood Cancer Survivor Study		CCSS	PGS + GWAS	
D	2	CECILE	CECILE Breast Cancer Study		CECILE	PGS + GWAS	
D	2	CENTER-TBI	Collaborative European NeuroTrauma Effectiveness Research		CENTER-TBI	PGS + GWAS	
D	2	CFRD	Cystic Fibrosis-Related Diabetes Study		CFRD	PGS + GWAS	
D	2	CF_TSS	Cystic Fibrosis Twin and Sibling Study		CF_TSS	PGS + GWAS	
D	2	CHAP	Chicago Health and Aging Project		CHAP	PGS + GWAS	
D	2	CHDS	Christchurch Health and Development Study		CHDS	PGS + GWAS	
D	2	CHIP	Cardiovascular Health Improvement Project		CHIP	PGS + GWAS	
D	2	CORIELL	Coriell Cell Repositories		CORIELL	PGS + GWAS	
D	2	DMHDS	Dunedin Multidisciplinary Health and Development Study		DMHDS	PGS + GWAS	
D	2	ECRHS	European Community Respiratory Health Survey		ECRHS	PGS + GWAS	
D	2	EDRN	Early Detection Research Network		EDRN	PGS + GWAS	
D	2	EMIL	EMIL		EMIL	PGS + GWAS	
D	2	EPIC_Obs	Early Pseudomonas Infection Control Observational Study		EPIC_Obs	PGS + GWAS	
D	2	E-Risk	Environmental Risk Longitudinal Twin Study		E-Risk	PGS + GWAS	
D	2	GaPP2	Gabapentin for chronic pelvic pain in women		GaPP2	PGS + GWAS	
D	2	GARBH-Ini	Interdisciplinary Group for Advanced Research on BirtH outcomes - DBT India Initiative		GARBH-Ini	PGS + GWAS	
D	2	GAsP2	GenomeAsia Phase 2		GAsP2	PGS + GWAS	
D	2	GBMI	Global Biobank Meta-analysis Initiative		GBMI	PGS + GWAS	
D	2	GELA	Treatment program of DLBCL patients from the Groupe dEtude des Lymphomes de lAdulte		GELA	PGS + GWAS	
D	2	GenerAAtions	Genetic and Environmental Risk Factors for Alzheimer's Disease Among African Americans		GenerAAtions	PGS + GWAS	
D	2	GENICA	Gene Environment Interaction and Breast Cancer in Germany		GENICA	PGS + GWAS	
D	2	Genizon	Genizon BioSciences		Genizon	PGS + GWAS	
D	2	GenPOD	GenPOD		GenPOD	PGS + GWAS	
D	2	GENUFAD	Genetic Studies in Nuclear Families with Atopic Dermatitis		GENUFAD	PGS + GWAS	
D	2	GerMIFS	German Myocardial Infarction Family Study		GerMIFS	PGS + GWAS	
D	2	GLACIER	Gene-Lifestyle interactions And Complex traits Involved in Elevated disease Risk Study		GLACIER	PGS + GWAS	
D	2	G.MAS	German Multicenter Allergy Study		G.MAS	PGS + GWAS	
D	2	GMS	Genetic Modifier Study		GMS	PGS + GWAS	
D	2	GMS_CFLD	Genetic Modifier Study of Severe Cystic Fibrosis Liver Disease		GMS_CFLD	PGS + GWAS	
D	2	GSK	GlaxoSmithKline		GSK	PGS + GWAS	
D	2	GSMS	Great Smoky Mountains Study		GSMS	PGS + GWAS	
D	2	HAPPIEST	Hasselt Appendicitis Immunology and Environmental Study		HAPPIEST	PGS + GWAS	
D	2	HCES-Br	Hwasun Cancer Epidemiology Study-Breast		HCES-Br	PGS + GWAS	
D	2	Health2008	Health2008		Health2008	PGS + GWAS	
D	2	Health2010	Health2010		Health2010	PGS + GWAS	
D	2	HKDR	Hong Kong Diabetes Register		HKDR	PGS + GWAS	
D	2	HostSeq	HostSeq initiative		HostSeq	PGS + GWAS	
D	2	HSG	Hvidoere Study Group on Childhood Diabetes		HSG	PGS + GWAS	
D	2	HUNT2	North Trondelag Health Study		HUNT2	PGS + GWAS	
D	2	HypnoLaus	HypnoLaus		HypnoLaus	PGS + GWAS	
D	2	Icelandic	Icelandic cohort		Icelandic	PGS + GWAS	
D	2	IDDMGEN	Tyypin 1 Diabetekseen Sairastuneita Perheenjäsenineen		IDDMGEN	PGS + GWAS	
D	2	IGEDEPP	Interaction of Gene and Environment of Depression in PostPartum		IGEDEPP	PGS + GWAS	
D	2	Immunochip	Immunochip		Immunochip	PGS + GWAS	
D	2	Indianapolis	Indianapolis-Ibadan Dementia Project		Indianapolis	PGS + GWAS	
D	2	INSchool	Impact of Neurodevelopmental disorders and School performance: genes and environment		INSchool	PGS + GWAS	
D	2	JaCALS	Japanese Consortium for Amyotrophic Lateral Sclerosis research		JaCALS	PGS + GWAS	
D	2	JAPC	JAPC		JAPC	PGS + GWAS	
D	2	JPSC-AD	Japan Prospective Studies Collaboration for Aging and Dementia		JPSC-AD	PGS + GWAS	
D	2	KIEL	Kiel PopGen biobank study		KIEL	PGS + GWAS	
D	2	KRIEFS	Korean Research Project on the Integrated Exposure Assessment of Hazardous Substances for Food Safety		KRIEFS	PGS + GWAS	
D	2	LAPC	LAPC		LAPC	PGS + GWAS	
D	2	LEAP	Levodopa in Early Parkinson's Disease		LEAP	PGS + GWAS	
D	2	LPS	Luxembourg Parkinson's study		LPS	PGS + GWAS	
D	2	LTRC	Lung Tissue Research Consortium		LTRC	PGS + GWAS	
D	2	MARIE	Mammary Carcinoma Risk Factor Investigation		MARIE	PGS + GWAS	
D	2	MCSA	Mayo Clinic Study of Aging		MCSA	PGS + GWAS	
D	2	MCW	Medical College of Wisconsin		MCW	PGS + GWAS	
D	2	MedSTAR	MedSTAR cardiac catheterization study		MedSTAR	PGS + GWAS	
D	2	MISS	Departments of Cancer Epidemiology and Oncology University Hospital Lund		MISS	PGS + GWAS	
D	2	MSUTR	Michigan State University Twin Register		MSUTR	PGS + GWAS	
D	2	MUSP	Mater University of Queensland Study of Pregnancy		MUSP	PGS + GWAS	
D	2	MYOGEN	Myositis Genetics Consortium		MYOGEN	PGS + GWAS	
D	2	NCBCS	North Carolina Bladder Cancer Study		NCBCS	PGS + GWAS	
D	2	NCI-MD	NCI-Maryland prostate Cancer Case-Control Study		NCI-MD	PGS + GWAS	
D	2	NFBC66	Northern Finland Birth Cohort 1966		NFBC66	PGS + GWAS	
D	2	NIA-AD FBS	National Institute on Aging Alzheimer's disease Family Birth Study		NIA-AD FBS	PGS + GWAS	
D	2	NIT	Linxian Nutrition Intervention Trial		NIT	PGS + GWAS	
D	2	NORFACE	Neuro-Ophthalmology Research at Fundació ACE Cohort		NORFACE	PGS + GWAS	
D	2	NYCP	New York Cancer Project		NYCP	PGS + GWAS	
D	2	OBi	Okinawa Bioinformation Bank		OBi	PGS + GWAS	
D	2	PanGenEU	PanGenEU case-control study		PanGenEU	PGS + GWAS	
D	2	PANSCAN	PANSCAN		PANSCAN; PanScan	PGS + GWAS	
D	2	PEGASUS_PCa	NCI Prostate Cancer Genome-Wide Association Study of Uncommon Susceptibility Loci Study		PEGASUS_Pca	PGS + GWAS	
D	2	PennCATH	PennCATH		PennCATH	PGS + GWAS	
D	2	PERADES	Polygenic and Environmental Risk for Alzheimer's Disease		PERADES	PGS + GWAS	
D	2	PING	Pediatric Imaging, Neurocognition, and Genetics		PING	PGS + GWAS	
D	2	pKARMA	Karolinska Mammography Project for Risk Prediction of Breast Cancer		pKARMA	PGS + GWAS	
D	2	PreCEPT	Parkinson Research Examination of CEP-1347 Trial		PreCEPT	PGS + GWAS	
D	2	PREFECT	Predictors For ECT		PREFECT	PGS + GWAS	
D	2	PROVIDE	Performance of Rotavirus and Oral Polio Vaccines in Developing Countries		PROVIDE	PGS + GWAS	
D	2	QTR	Queensland Twin and Family Registry		QTR	PGS + GWAS	
D	2	REAAADI	The Research in African American Alzheimer Disease Initiative		REAAADI	PGS + GWAS	
D	2	Roskilde	The Roskilde cohort of pregnant women		Roskilde	PGS + GWAS	
D	2	RUNMC	Radboud University Nijmegen Medical Centre		RUNMC	PGS + GWAS	
D	2	SAAR	ESTHER study (Saarland, Germany)		SAAR	PGS + GWAS	
D	2	SBCGS	Shanghai Breast Cancer Genetic Study		SBCGS	PGS + GWAS	
D	2	SCALE	Scandinavian Lymphoma Etiology Study		SCALE	PGS + GWAS	
D	2	SCOURGE	Spanish Coalition to Unlock Research on Host Genetics on COVID-19		SCOURGE	PGS + GWAS	
D	2	SDCC	Steno Diabetes Center		Steno Diabetes Center	PGS + GWAS	
D	2	SDRNT1BIO	Scottish Diabetes Research Network Type 1 Bioresource		SDRNT1BIO	PGS + GWAS	
D	2	SEBCS	Seoul Breast Cancer Study		SEBCS	PGS + GWAS	
D	2	Shanxi	Shanxi UGI Cancer Genetics Project		Shanxi	PGS + GWAS	
D	2	SHCS	Swiss HIV Cohort Study		SHCS	PGS + GWAS	
D	2	SOF	Study of Osteoporotic Fractures		SOF	PGS + GWAS	
D	2	STAGE	Screening Twin Adults: Genes and Environment		STAGE	PGS + GWAS	
D	2	STAR*D	STAR*D		STAR*D	PGS + GWAS	
D	2	T1DGEN	Tyypin 1 Diabeteksen Genetiikka		T1DGEN	PGS + GWAS	
D	2	TCHAD	Swedisch Twin study of CHild and Adolescent Development		TCHAD	PGS + GWAS	
D	2	TRACK-TBI	Transforming Research and Clinical Knowledge in TBI		TRACK-TBI	PGS + GWAS	
D	2	TrialNet	Type 1 Diabetes TrialNet (www.trialnet.org)		TrialNet	PGS + GWAS	
D	2	UC	University of Chicago		UC	PGS + GWAS	
D	2	UCIBCS	UCI Breast Cancer Study		UCIBCS	PGS + GWAS	
D	2	UCSF2	Molecular Epidemiology of non-Hodgkin lymphoma		UCSF2	PGS + GWAS	
D	2	USC-HRT-CRC	Los Angeles County Cancer Surveillance Program		USC-HRT-CRC	PGS + GWAS	
D	2	USRT	US Radiologic Technologist Study		USRT	PGS + GWAS	
D	2	VAFAR	Vanderbilt AF Ablation Registry		VAFAR	PGS + GWAS	
D	2	VETSA	The Vietnam Era Twin Study of Aging		VETSA	PGS + GWAS	
D	2	VHIR-FMT-Barcelona	VHIR-FMT-Barcelona		VHIR-FMT-Barcelona	PGS + GWAS	
D	2	VTSABD	GEDI Virginia Twin Study on Adolescent Behavioral Development		VTSABD	PGS + GWAS	
D	2	VU_AF	Vanderbilt Genetic Basis of Atrial Fibrillation		VU_AF	PGS + GWAS	
D	2	WeGene	WeGene Personal Genome Services		WeGene	PGS + GWAS	
D	2	WSC	Wisconsin Sleep Cohort		WSC	PGS + GWAS	
D	2	ZOE2.0	ZOE 2.0		ZOE2.0	PGS + GWAS	
D	2		PASTURE		PASTURE	GWAS only	
D	2		(Multiple cohorts)		(Multiple cohorts)	GWAS only	
D	2		Project Viva		Project Viva	GWAS only	
D	2		CanSCAD cases and MGI controls		CanSCAD cases and MGI controls	GWAS only	
D	2		GERO		GERO	GWAS only	
D	2		AGA-ALZAR-PRONADIAL		AGA-ALZAR-PRONADIAL	GWAS only	
D	2		STORK		STORK	GWAS only	
D	2		SALSA		SALSA	GWAS only	
D	2		GRID-NI		GRID-NI	GWAS only	
D	2		see cohorts in the educational attainment (excluding 23andMe) and cognitive performance GWAS by Lee et al. 2018 https://doi.org/10.1038/s41588-018-0147-3		see cohorts in the educational attainment (excluding 23andMe) and cognitive performance GWAS by Lee et al. 2018 https://doi.org/10.1038/s41588-018-0147-3	GWAS only	
D	2		BC58		BC58	GWAS only	
D	2		IrCovid		IrCovid	GWAS only	
D	2		ABCD study		ABCD study	GWAS only	
D	2		Young Hearts-NI		Young Hearts-NI	GWAS only	
D	2		ALEXANDROS		ALEXANDROS	GWAS only	
D	2		Janssen		Janssen	GWAS only	
D	2		GGLAD		GGLAD	GWAS only	
D	2		ICON7		ICON7	GWAS only	
D	2		ENIGMA		ENIGMA	GWAS only	
D	2		PRAI		PRAI	GWAS only	
D	2		PMBB		PMBB	GWAS only	
D	2		SweCovid-COMRI		SweCovid-COMRI	GWAS only	
D	2		UnderstandingSociety		UnderstandingSociety	GWAS only	
D	2		PAGEPI		PAGEPI	GWAS only (candidate COHO:0000145 Psoriasis Association Genetics Extension)	
D	2		ASTARRS		ASTARRS	GWAS only	
D	2		STORK-G		STORK-G	GWAS only	
D	2		TiKoCo		TiKoCo	GWAS only	
D	2		MSCIC		MSCIC	GWAS only	
D	1	MARS-AA	the Minority Aging Research Study	MARS	MARS-AA	PGS + GWAS	
D	1	PELOTAS	Pelotas (Brazil) Birth Cohort Study	1982 PELOTAS	PELOTAS	PGS + GWAS	
D	1	4D	Die Deutsche Diabetes Dialyse Studie	DDDD	4D	PGS + GWAS	
