tier	gwas studies	PGS id	name	other names	GWAS tags	source	note
E	0	IMPROVE	IMPROVE			PGS	
E	0	IMSGC_UK	International Multiple Sclerosis Genetics Consortium UK	IMSGC UK		PGS	
E	0	IMSGC_US	International Multiple Sclerosis Genetics Consortium US	IMSGC US		PGS	
E	0	INCa	French National Cancer Institute			PGS	
E	0	Indiana_cohort	Indiana cohort			PGS	
E	0	INDICO	Indian Diabetes Consortium			PGS	
E	0	INDUSTRIAL	Industrial Cohorts Research Group			PGS	
E	0	INGI-Cilento	Italian Network on Genetic Isolates-Cliento			PGS	
E	0	INHANCE	International Head and Neck Cancer Epidemiology Consortium			PGS	
E	0	INHERIT	Interdisciplinary Health Research Internal Team Breast Cancer Susceptiblity			PGS	
E	0	INSPIRED	India–Scotland Partnership for Precision Medicine in Diabetes			PGS	
E	0	InterASIA	International Collaborative Study of Cardiovascular Disease in Asia			PGS	
E	0	INTERGENE	INTERplay between GENEtic susceptibility and external factors			PGS	
E	0	Interphone	Interphone			PGS	
E	0	IOVHBOCS	Instituto Oncologico Veneto Hereditary Breast and Ovarian Cancer Study			PGS	
E	0	Iowa-Mayo	Iowa-Mayo SPORE Molecular Epidemiology Resource			PGS	
E	0	IPCG	Identifying Prostate Cancer Genes			PGS	
E	0	IPM	Charles R Bronfman Institute for Personalized Medicine - IPM / BioBank Genome Wide Association Study of Cardiovascular, Renal and Metabolic Phenotypes			PGS	
E	0	IPOBCS	Portuguese Oncology Institute-Porto Breast Cancer Study			PGS	
E	0	IPO-Porto	IPO-Porto Prostate Cancer study			PGS	
E	0	IPPS	Icelandic Pacemaker Population Sample			PGS	
E	0	i-Share	Internet-based Students HeAlth Research Enterprise			PGS	
E	0	ISIS	International Studies of Infarct Survival			PGS	
E	0	I-SPY2	Investigation of Serial Studies to Predict Your Therapeutic Response with Imaging And molecular analysis 2			PGS	
E	0	ISSS	Icelandic Sick Sinus Syndrome sample			PGS	
E	0	IST	Stanford IST			PGS	
E	0	ISTAART	Alzheimers Associations International Society to Advance Alzheimers Research and Treatment			PGS	
E	0	Italian_GxE	Multicenter Italian study on gene-environment interactions in lymphoma etiology: translational aspects	Italian GxE		PGS	
E	0	JAAS	Jamaican Adolescent Asthma Study			PGS	
E	0	JCS	Japanese Centenarian Study			PGS	
E	0	JDRF/WT	Juvenile Diabetes Research Foundation/Wellcome Trust Diabetes and Inflammation Laboratorys British case collection			PGS	
E	0	JGSCAD	Japanese Genetic Consortium for Alzheimer Disease			PGS	
E	0	JHH	Johns Hopkins Hospital			PGS	
E	0	JH-SFHS	Johns Hopkins Sibling and Family Heart Study			PGS	
E	0	JHU-AF	Johns Hopkins University School of Medicine Atrial Fibrillation Genetics Study			PGS	
E	0	JKS	Joslin Kidney Study			PGS	
E	0	JLCS	Japanese Female Lung Cancer Collaborative Study			PGS	
E	0	JLRC	Jerusalem LRC			PGS	
E	0	JMGP	Japanese Millenium Genome Project			PGS	
E	0	JMPKCMC	Joint Malaria Programme, Kilimanjaro Christian Medical Centre			PGS	
E	0	JoCoOA	The Johnston County Osteoarthritis Project			PGS	
E	0	Kanagawa	Kanagawa Cancer Center			PGS	
E	0	KARELIA	Karelia Allergy Study			PGS	
E	0	KARUPROSTATE	French West Indies Prostate cancer Study (from Karukera, the original Caribbean name of Guadeloupe)			PGS	
E	0	KAWP	Kawasaki Aging and Wellbeing Project			PGS	
E	0	KBA	National Institute of Health launched the Korea Biobank Array project			PGS	
E	0	KBASE-V	Korean Brain Aging Study for the Early Diagnosis and Prediction of AD			PGS	
E	0	KBCP	Kuopio Breast Cancer Project			PGS	
E	0	KCONFAB/AOCS	Kathleen Cuningham Foundation Consortium for research into Familial Breast Cancer/Australian Ovarian Cancer Study			PGS	
E	0	KCOS	Kansas-City Osteoporosis Study			PGS	
E	0	KCPCS	King County Prostate Cancer Studies			PGS	
E	0	KEMRI	KEMRI-Wellcome Research Programme, Kilifi			PGS	
E	0	KFSH&RC	King Faisal Specialist Hospital and Research Center cohort			PGS	
E	0	KING	KItaNagoya Genome			PGS	
E	0	KIS3	Kick-it-at-Swope (KIS)-3			PGS	
E	0	KLCRI	KLCRI			PGS	
E	0	KMSRI	Korean Metabolic Syndrome Research Initiative			PGS	
E	0	KNHI	Korean National Health Insurance			PGS	
E	0	KNUST	Kwame Nkrumah University of Science and Technology			PGS	
E	0	KoCAS	Korean Childhood			PGS	
E	0	KODGP	Kuwait Obesity Diabetes Genetic Program			PGS	
E	0	Ko-EVE	Korean Epithelial Ovarian Cancer Study			PGS	
E	0	KOHBRA	Korean Hereditary Breast Cancer study			PGS	
E	0	KORA F3	Cooperative Health Research in the Region of Augsburg F3			PGS	
E	0	KORA F4	Cooperative Health Research in the Region of Augsburg F4			PGS	
E	0	KorAMC	Korean Osteoporosis Study at Asan Medical Center			PGS	
E	0	KORA S3	Cooperative Health Research in the Region of Augsburg S3			PGS	
E	0	KORA S4	Cooperative Health Research in the Region of Augsburg S4			PGS	
E	0	Korea-Seoul	Seoul Study			PGS	
E	0	KSCS	Kangbuk Samsung Cohort Study			PGS	
E	0	KSMU	KSMU			PGS	
E	0	KUH	Karolinska University Hospital			PGS	
E	0	KULEUVEN	Katholieke Universiteit Leuven			PGS	
E	0	KUMC	University of Kansas Medical Centre			PGS	
E	0	L85PLUS	Leiden 85-plus study			PGS	
E	0	LAABC	Los Angeles County Asian-American Breast Cancer Case-Control Study			PGS	
E	0	LAAPC	Los Angeles Study of Aggressive Prostate Cancer			PGS	
E	0	LAC-CCOC	Los Angeles County Case-Control Studies of Ovarian Cancer			PGS	
E	0	LASA	Longitudinal Aging Study Amsterdam			PGS	
E	0	LatDiane	Latvian Diabetic Nephropathy Study			PGS	
E	0	LBCS	Leeds Bladder Cancer Study			PGS	
E	0	LC3	Lung Cancer Consortium			PGS	
E	0	LCRI-DOD	LCRI-DOD			PGS	
E	0	LCSC	Lung Cancer Study from Canada			PGS	
E	0	LCSE	Lung Cancer Study from Estonia			PGS	
E	0	LEAPS	Mayo-Perlegen Linked Efforts to Accelerate Parkinsons Solutions			PGS	
E	0	Leeds	Leeds			PGS	
E	0	LES	Leuven Endometrial Cancer Study			PGS	
E	0	LHS	Lung Health Study			PGS	
E	0	LHSC	London Health Sciences Center			PGS	
E	0	LI	Long Island Breast Cancer Study Project			PGS	
E	0	LIFE-Child	LIFE-Child			PGS	
E	0	LifeGen	LifeGen consortium			PGS	
E	0	LIKAR	Limburg Cancer Registry			PGS	
E	0	LIPAD	Linz Peripheral Arterial Disease study			PGS	
E	0	LitDiane	Lithuanian Diabetic Nephropathy Study			PGS	
E	0	LITE	CHS Longitudinal Investigation of Thromboembolism Etiology Study			PGS	
E	0	LiverBC	Liver Biopsy Cohort			PGS	
E	0	LIWA	Lung Institute of Western Australia			PGS	
E	0	LLP	Liverpool Lung Project			PGS	
E	0	LMBC	Leuven Multidisciplinary Breast Centre			PGS	
E	0	LOAD	Late Onset Alzheimers Disease Family Study			PGS	
E	0	LOCCS	Leukotriene Modifier, or Corticosteroid Salmeterol study			PGS	
E	0	LODO	Effectiveness of Low Dose Theophylline as an Add-on Treatment in Asthma trial			PGS	
E	0	LOGOS	Learning on Genetics of Schizophrenia Spectrum			PGS	
E	0	LonGenity	LonGenity study			PGS	
E	0	Look AHEAD	Action for Health in Diabetes			PGS	
E	0	LOOP	LOOP study			PGS	
E	0	LRCCL-4	Leukaemia Research CLL-4 trial			PGS	
E	0	LRI	Leicester Royal Infirmary			PGS	
E	0	LSC	Lovelace Smokers Cohort			PGS	
E	0	LUCY	Lung Cancer in the Young study			PGS	
E	0	LUHR	Landspitali University Hospital, Reykjavik			PGS	
E	0	LUMC	Leiden University Medical Center			PGS	
E	0	LW	The Lutherstadt Wittenberg study			PGS	
E	0	LWBCS	Lutherstadt Wittenberg Bladder Cancer Study			PGS	
E	0	MABCS	Macedonian Breast Cancer Study			PGS	
E	0	MACBRCA	The Ohio State University Comprehensive Cancer Centre			PGS	
E	0	MAFD	GWA Meta-Analysis on Fat Distribution			PGS	
E	0	MAFEGWAS	Mexican-American families EBNA-1 GWAS			PGS	
E	0	MAGICS	Multicenter Asthma Genetics in Childhood Study			PGS	
E	0	MAHI	Mid-America Heart Institute			PGS	
E	0	MALOVA	Danish Malignant Ovarian Tumor Study			PGS	
E	0	MaOCS	Malignant Ovarian Cancer Study			PGS	
E	0	MAS	Sydney Memory and Ageing Study			PGS	
E	0	MATR	Mid Atlantic Twin Registry			PGS	
E	0	Mauritius	Mauritius study			PGS	
E	0	MAYOLC	Mayo lung cancer GWAS			PGS	
E	0	Mayo_PGRN	Mayo Pharmacogenetics Research Network Aromatase Inhibitor AI Study			PGS	
E	0	MBCSG	Milan Breast Cancer Study Group			PGS	
E	0	MC	Mexico City			PGS	
E	0	MCADC	Muenster Cervical Artery Dissection Collection			PGS	
E	0	MCAS	Mexico Childhood Asthma Study			PGS	
E	0	MCIC	Mind Clinical Imaging Consortium			PGS	
E	0	MCRC	Manchester Cancer Research Centre			PGS	
E	0	MDA	Prostate Cancer Case-Control Studies at MD Anderson			PGS	
E	0	MDACCLC	MD Anderson Cancer Center Lung Cancer Study			PGS	
E	0	MDACCS	MD Anderson Cancer Center Study			PGS	
E	0	MDALCCS	MD Anderson lymphoma case-control study			PGS	
E	0	MDAOCS	MD Anderson Ovarian Cancer Study			PGS	
E	0	MDARCCS	MD Anderson Renal Cell Cancer Study			PGS	
E	0	MDD2000	MDD2000 Study			PGS	
E	0	MDS	Minimum Data Set			PGS	
E	0	MECS	Mayo Clinic Endometrial Cancer Study			PGS	
E	0	MedGenome	MedGenome			PGS	
E	0	MEDIA	MEta-analysis of type 2 DIabetes in African Americans consortium			PGS	
E	0	MEEI	Massachussetts Eye and Ear Infirmary			PGS	
E	0	MESCA	MESCA			PGS	
E	0	MesyBePo	MesyBePo			PGS	
E	0	METRO	Metformin Response cohort			PGS	
E	0	METSB	METSB			PGS	
E	0	MEX	Mexican ancestry in Los Angeles, California			PGS	
E	0	MG-AA	Minority GWAS African American study			PGS	
E	0	MG_GWAS	Myaesthenia Gravis GWAS			PGS	
E	0	MGH-CMPC	MGH Cardiology and Metabolic Patient Cohort			PGS	
E	0	MGH-CNC	MGH CNC			PGS	
E	0	MGH-stroke	Massachusetts General Hospital Stroke Study			PGS	
E	0	MG-JPN	Minority GWAS Japanese study			PGS	
E	0	MGS_nonGAIN	Molecular Genetics of Schizophrenia - nonGAIN Sample			PGS	
E	0	MHC	Mexican Hypertriglyceridemia cohort			PGS	
E	0	MHI	Montreal Heart Institute Biobank			PGS	
E	0	MIAMI-WFPCS	The University of Miami – Sylvester Comprehensive Cancer Center			PGS	
E	0	MIDSPAN	MIDSPAN Family Study			PGS	
E	0	MIGen	Myocardial Infarction Genetics Consortium			PGS	
E	0	MILANO	Milano Besta Institute Stroke Study			PGS	
E	0	MINDACT	Microarray In Node-Negative and 1 to 3 Positive Lymph Node Disease May Avoid Chemotherapy Study			PGS	
E	0	MLWCRP	Malawi-Liverpool Wellcome Clinical Research Programme, Blantyre			PGS	
E	0	MMAP	Michigan, Mayo, Age-Related Eye Disease Study, Pennsylvania			PGS	
E	0	MOCS	Mayo Clinic Ovarian Cancer Study			PGS	
E	0	Modena	Modena Cohort			PGS	
E	0	MODSQUAD	Modifier Study of Quantitative Effects on Disease			PGS	
E	0	MOF	Moffitt Cancer Center Ovarian Cancer Study			PGS	
E	0	MOFFITT	The Moffitt Group			PGS	
E	0	MOFFITT_PC	Moffitt Prostate Cancer Study			PGS	
E	0	MOG	Mammography, Oestrogens and Growth factor study			PGS	
E	0	MoMaTEC	Molecular Markers in Treatment of Endometrial Cancer			PGS	
E	0	MONA-LISA	Monitoring National du risque Art_rie			PGS	
E	0	MONBOS	Montreal/Boston Collection			PGS	
E	0	MooDS	Systematic Investigation of the Molecular Causes of Major Mood Disorders and Schizophrenia			PGS	
E	0	Moscow	Moscow			PGS	
E	0	MPAACH	Mechanisms of Progression of Atopic Dermatitis to Asthma in Children			PGS	
E	0	MPIP	Munich Morphometry Sample			PGS	
E	0	MPP-AF	Malmö Preventive Project atrial fibrillation study			PGS	
E	0	MPP-echo	Malmö Preventive Project echo study			PGS	
E	0	MRCA-UKC	MRC Asthma and United Kingdom Control panel			PGS	
E	0	MRCUTG	Medical Research Council Unit, The Gambia			PGS	
E	0	MSHS-CGI	Mount Sinai Health System COVID-19 Genomics Initiative			PGS	
E	0	MSKBCS	Memorial Sloan Kettering Bladder Cancer Study			PGS	
E	0	MSKLCG	Memorial Sloan Kettering Lung Cancer GWAS			PGS	
E	0	MsOS	Osteoporotic Fractures in Women Study			PGS	
E	0	MSP	Mammography Screening Project in Vasterbotten			PGS	
E	0	MSTF	Mid-South Tobacco Family			PGS	
E	0	MTLGEBCS	Montreal Gene-Environment Breast Cancer Study			PGS	
E	0	MTR	Minnesota Twin Family Registry			PGS	
E	0	Munich_MI	Munich Myocardial Infarction Registry	Munich MI		PGS	
E	0	MUV	Medical University of Vienna			PGS	
E	0	MXB	MXB			PGS	
E	0	MyGS	The Myopia Genomics Study			PGS	
E	0	MyOvCa	Malaysia Ovarian Cancer Genetic Study			PGS	
E	0	N85PLUS	Newcastle 85+ Study			PGS	
E	0	NAFLD BioResource	NAFLD study			PGS	
E	0	NAG	Nicotine Addiction Genetics			PGS	
E	0	NagBCS	Nagano Breast Cancer Study			PGS	
E	0	NAG/IRPG	Nicotine Addiction Genetics study / Interactive Research Project Grants			PGS	
E	0	Nagoya	Nagoya Study			PGS	
E	0	NAR	Norwegian Addison Registry			PGS	
E	0	NAROD	NAROD			PGS	
E	0	NAS	Normative Aging Study			PGS	
E	0	NashBio	Nashville Biosciences			PGS	
E	0	NatBHS	National Brain Hemorrhage Study			PGS	
E	0	NBB	Netherlands Brain Bank			PGS	
E	0	NBHS	Nashville Breast Health Study			PGS	
E	0	NBLCS	Nanjing and Beijing Lung Cancer Studies			PGS	
E	0	NBMDR	Norwegian Bone Marrow Donor Registry			PGS	
E	0	NBTS	National Brain Tumour Study			PGS	
E	0	NCADC	Nijmegen Cervical Artery Dissection Collection			PGS	
E	0	NCBRCS	North Carolina Breast Cancer Study			PGS	
E	0	NCCGP	North Cumbria Community Genetics Project			PGS	
E	0	NCCS	Nagano Colorectal Cancer Study			PGS	
E	0	NCI-GWAS	NCI Bladder Cancer			PGS	
E	0	NCI-SEER	National Cancer Institute- Surveillance, Epidemiology, and End Results Interdisciplinary Case-Control Study of Non-Hodgkins Lymphoma			PGS	
E	0	NCOCS	North Carolina Ovarian Cancer Study			PGS	
E	0	NCPCS	North Carolina Prostate Cancer Study			PGS	
E	0	NCRCC	National colorectal cancer cohort (China)			PGS	
E	0	NDCCS	Norfolk Diabetes case_control study			PGS	
E	0	NDHLS	Northern Dutch Hodgkin Lymphoma Study			PGS	
E	0	NECS	Newcastle Endometrial Cancer Study			PGS	
E	0	NEIGHBOR	National Eye Institute Glaucoma Human Genetics Collaboration			PGS	
E	0	NEIGHBORHOOD	National Eye Institute Glaucoma Human Genetics Collaboration Heritable Overall Operational Database			PGS	
E	0	NELCS	New England Lung Cancer Study			PGS	
E	0	NEMESIS	Netherlands Mental Health Survey and Incidence Study			PGS	
E	0	NetOCS	Netherlands Ovarian Cancer Study			PGS	
E	0	NET-PD	Neuroprotection Exploratory Trials in Parkinson's disease			PGS	
E	0	NETT	National Emphysema Treatment Trial			PGS	
E	0	NeuBCS	The Neuss Bladder Cancer Study			PGS	
E	0	NEURO2006	NEURO2006			PGS	
E	0	NFOAS	Newfoundland Osteoarthritis Study			PGS	
E	0	NHLBI_CARe	National Heart, Lung, and Blood Institute Candidate Gene Association Resource			PGS	
E	0	NHMRC	Australian NHMRC program			PGS	
E	0	NHS3	Nurses Health Study III			PGS	
E	0	NHS98	Singapore National Health Survey			PGS	
E	0	NHS_Ad	Nurses Health Study, Adenoma Set	NHS Ad		PGS	
E	0	NHS-egems	NHS-egems			PGS	
E	0	NHS-Hu	NHS-Hu			PGS	
E	0	NIA	National Institute on Aging			PGS	
E	0	NIC	Norfolk Island Cohort			PGS	
E	0	NICCC	National Israeli Cancer Control Center			PGS	
E	0	NICCC-LCA	Israel Lung Cancer Study			PGS	
E	0	NICR	Northern Institute for Cancer Research			PGS	
E	0	NIDDM-Athero	NIDDM-Atherosclerosis Study			PGS	
E	0	Nigerian	Nigerian cohort			PGS	
E	0	NIHS	Norfolk Island Health Study			PGS	
E	0	Nijmegen	Nijmegen			PGS	
E	0	NIMH-IRP	NIMH Intramural Research Program			PGS	
E	0	NIMH/Pritzker	Pritzker Neuropsychiatric Disorders Research Consortium			PGS	
E	0	NINCDS-ADRDA	Disorders and Stroke and the Alzheimers Disease and Related Disorders Association			PGS	
E	0	NIOSH_AGCC	NIOSH_AGCC			PGS	
E	0	NIPT PLUS	Shenzhen Maternal and Neonatal NIPT PLUS cohort			PGS	
E	0	NJOCS	New Jersey Ovarian Cancer Study			PGS	
E	0	NJRCACH	University of Colorado Health Center/National Jewish Research Center and Arkansas Childrens Hospital			PGS	
E	0	NJ_Study	Nanjing Study	NJ Study		PGS	
E	0	NL4	Project Mine (Netherlands NL4 controls)			PGS	
E	0	NLBLC	Nijmegen Lung and Bladder Cancer			PGS	
E	0	NLC	Nijmegen Lung Cancer Study			PGS	
E	0	NMFCC	Norwegian Mother, Father and Child Cohort Study			PGS	
E	0	NMHS	Nashville Men's Health Study			PGS	
E	0	NMI	Navrongo Memorial Institute			PGS	
E	0	NNPIO	N.N. Petrov Institute of Oncology			PGS	
E	0	NOCS	Nijmegen Ovarian Cancer Study			PGS	
E	0	Nomura	Ehime University site			PGS	
E	0	NorBCS	Norwegian Breast Cancer Study			PGS	
E	0	NordicDB	NordicDB			PGS	
E	0	NORDIL	Nordic Diltiazem study			PGS	
E	0	NorwayLCS	Norway Lung Cancer Study			PGS	
E	0	NOSOS	North of Scotland Osteoporosis Study			PGS	
E	0	Nottingham_Smokers	Nottingham Smokers			PGS	
E	0	Novartis	Novartis secukinumab psoriasis trials			PGS	
E	0	NPCGEE	NPC Genes, Environment, and EBV cohort			PGS	
E	0	NPHS	NPHS			PGS	
E	0	NRFPEDMOC	Novel Risk Factors and Potential Early Detection Markers for Ovarian Cancer			PGS	
E	0	NRG_ONCOLOGY	NRG Oncology			PGS	
E	0	NSCS	Nambour Skin Cancer Study			PGS	
E	0	NSECG	National Study of Endometrial Cancer Genetics			PGS	
E	0	NSOD	Network for the Study of Ovarian Dysfunction			PGS	
E	0	NSPA	Nottingham Sib Pair Asthma study			PGS	
E	0	NSUHS	North Shore University Health System			PGS	
E	0	NSW	NSW non-Hodgkin lymphoma study			PGS	
E	0	NTCC	Nijmegen Thyroid Cancer Cohort			PGS	
E	0	NTCMRC	Northeastern Taiwan Community Medicine Research Cohort			PGS	
E	0	NTUHDS	National Taiwan University Hospital Diabetes Study			PGS	
E	0	NVH	Heart and Vascular Health			PGS	
E	0	NxC	The Neocodex–Murcia study			PGS	
E	0	NYU-WHS	NYU Women's Health Study			PGS	
E	0	NZ-CAD	The New Zealand CAD Study			PGS	
E	0	NZ-VAS	New Zealand Vascular Genetic Study AAA GWAS dataset			PGS	
E	0	OACIS	Osaka Acute Coronary Insufficiency Study			PGS	
E	0	OBCS	Oulu Breast Cancer Study			PGS	
E	0	OCCPI	Ohio Colorectal Cancer Prevention Initiative			PGS	
E	0	OCGN	Ontario Cancer Genetics Network			PGS	
E	0	OCS	Ovarian Cancer Study			PGS	
E	0	ODZH	Oncology Department of Zaragoza Hospital			PGS	
E	0	OFCCR	Ontario Registry for Studies of Familial Colorectal Cancer			PGS	
E	0	OGP	Ogliastra Genetic Park			PGS	
E	0	OHGS	Ottawa Heart Genomics Study			PGS	
E	0	Ohio_SU	Ohio State University	Ohio SU		PGS	
E	0	OHS	Ottawa Heart Study			PGS	
E	0	OHTS	Ocular Hypertension Treatment Study			PGS	
E	0	O-MRC	Osaka-Midosuji Rotary Club			PGS	
E	0	OncoArray_Prostate	OncoArray: Prostate Cancer			PGS	
E	0	OOCR	Oregon Ovarian Cancer Registry			PGS	
E	0	OOS	Omaha Osteoporosis Study			PGS	
E	0	OPAL	Ovarian Cancer Prognosis and Lifestyle Study			PGS	
E	0	OPPERA	Prospective Evaluation and Risk Assessment			PGS	
E	0	ORC	IARC oral cancer			PGS	
E	0	Oregon-SUDS	Oregon-Sudden Unexpected Death Study			PGS	
E	0	ORIGO	Leiden University Medical Centre Breast Cancer Study			PGS	
E	0	OSU	The Stefanie Spielman Breast Bank and the Columbus Area Control Sample Bank			PGS	
E	0	OSUCCG	Ohio State University Comprehensive Cancer Centre			PGS	
E	0	OSUMC	Ohio State University Medical Center			PGS	
E	0	OTCC	Ohio Thyroid Cancer Cohort			PGS	
E	0	OUH	Odense University Hospital			PGS	
E	0	OUSS	Osteoporosis and Ultrasound Study			PGS	
E	0	OVAL-BC	Ovarian Cancer in Alberta and British Columbia			PGS	
E	0	OVCARE	OVCARE Gyneacologic Tissue Bank and Outcomes Unit			PGS	
E	0	OxAAA	Oxford Abdominal Aortic Aneurysm Study			PGS	
E	0	OXEGENE	Oxford Endometriosis Gene			PGS	
E	0	P2ID	Progression to Insulin Deficiency: South West England Cohort			PGS	
E	0	PACIFIC	Pacific Study			PGS	
E	0	PAF_JPN	Multicenter Japanese paroxysmal atrial fibrillation case-control cohort			PGS	
E	0	PAH	Princess Alexandra Hospital			PGS	
E	0	PANDoRA	PANDoRA consortium			PGS	
E	0	PANKRAS-II	PANKRAS-II	PANKRASII		PGS	
E	0	PARC	Pharmacogenomics and Risk of Cardiovascular Disease Study			PGS	
E	0	ParGE	Parkinsons, Genes and Environment			PGS	
E	0	Paris	Groupe hospitalier Pitieåä- Salpe_trie`re Paris			PGS	
E	0	ParkWest	Parkwest			PGS	
E	0	PARTAGE	Predictive Values of Blood Pressure and Arterial Stiffness in Institutionalized Very Aged Population (PARTAGE) Study			PGS	
E	0	PASS	Prostate Active Surveillance Study			PGS	
E	0	Pathways	Pathways study			PGS	
E	0	PCaP	North Carolina-Louisiana Prostate Cancer Project Consortium			PGS	
E	0	PCBP	Prostate Cancer in a Black Population			PGS	
E	0	PCCC	Pancreatic Cancer Cohort Consortium			PGS	
E	0	PCMUS	Prostate Cancer study Medical University Sofia			PGS	
E	0	PCPT	Prostate Cancer Prevention Trial	SWOG-PCPT		PGS	
E	0	PDAY	Pathobiological Determinants of Atherosclerosis in Youth			PGS	
E	0	PDG	Study of Parkinsons disease Genetics			PGS	
E	0	PEAK25	PEAK Bone Mass 25 study			PGS	
E	0	PECS	Polish Endometrial Cancer Study			PGS	
E	0	PEGASUS	Prevention of Cardiovascular Events in Patients with Prior Heart Attack Using Ticagrelor Compared to Placebo on a Background of Aspirin			PGS	
E	0	PEGASUS-TIMI_54	PEGASUS-TIMI 54	PEGASUS-TIMI 54		PGS	
E	0	PEGEN-BC	Peru Genetics and Genomics of Breast Cancer Study			PGS	
E	0	PGCA	Proyecto Genes Candidatos en Asma			PGS	
E	0	PGPD	PGPD			PGS	
E	0	PhACS	Pharmacogenetics of Acute Coronary Syndrome			PGS	
E	0	PHASE	PHArmacogenetic study of Statin in the Elderly at risk			PGS	
E	0	PHBB	Mass General Brigham - Host Vulnerability to COVID-19			PGS	
E	0	PHD	Pirkanmaa Hospital District			PGS	
E	0	Philadelphia	Philadelphia cohort			PGS	
E	0	PiBCS	Pisa Breast Cancer Study			PGS	
E	0	PIC	Portuguese Island Collection			PGS	
E	0	PICNICS	Parkinsonism: Incidence, Cognition and Non-motor heterogeneity in Cambridgeshire			PGS	
E	0	PICO	PICO			PGS	
E	0	PISA	Prospective Imaging Study of Aging			PGS	
E	0	PITT	Pittsburgh 3D Facial Norms			PGS	
E	0	PLuSS	Pittsburgh Lung Screening Study			PGS	
E	0	PMCC	Princess Margaret Cancer Centre			PGS	
E	0	PMET	Pharmacogenomics of Metformin			PGS	
E	0	PMH	Postmenopausal Hormone study			PGS	
E	0	PMH-CCFR	Postmenopausal Hormones Supplementary Study to the Colon Cancer Family Registry			PGS	
E	0	PMHT	Princess Margaret Hospital in Toronto			PGS	
E	0	PMS	Pelvic Mass Study			PGS	
E	0	POAG	Primary Open Angle Glaucoma			PGS	
E	0	Poland	Poland			PGS	
E	0	POLYGENE	Nijmegen Polygene Study & Nijmegen Biomedical Study			PGS	
E	0	POSH	Prospective Study of Outcomes in Sporadic Versus Hereditary Breast Cancer Study			PGS	
E	0	PostCep	PostCep Study			PGS	
E	0	PoWHDR	Prince of Wales Hospital Diabetes Registry			PGS	
E	0	PPF-UNIS	Prostate Project Foundation - Postgraduate Medical School, Surrey			PGS	
E	0	PRAGGA	Prostate Cancer Genetics in Galacia			PGS	
E	0	PRECISESADS	Systemic Autoimmune Diseases: Inception Cohort (PRECISESADSI)			PGS	
E	0	PREFACE	PREFACE Trial			PGS	
E	0	PREMIER	Precision Medicine Platform for Mild Cognitive Impairment Based on Multi-omics, Imaging and Evidence-based Research & Business Development			PGS	
E	0	PRINCE	Pravastatin Inflammation CRP Evaluation study			PGS	
E	0	ProAFHeart	Prospective Atrial Fibrillation Athletic Heart Study			PGS	
E	0	PROCAP	PROgression in Cancer of the Prostate			PGS	
E	0	PROGEMUS	Prognostic Genetic factors in Multiple Sclerosis			PGS	
E	0	PROGENI	Parkinsons Research: The Organized Genetics Initiative			PGS	
E	0	PROGRESS	PSC Resource of Genetic Risk, Environment and Synergy Studies			PGS	
E	0	PROGRESSA	Progression Risk of Glaucoma: Relevant SNPs With Significant Association			PGS	
E	0	PROGReSS_PrCa	Prostate Cancer Group, Santiago, Spain			PGS	
E	0	Pro@Heart	Prospective Athletic Heart study			PGS	
E	0	Project_SuGAR	The Sea Islands Genetic African American Registry			PGS	
E	0	ProMPT	Prostate cancer : Mechanisms of progression and Treatment (UK)			PGS	
E	0	PROPARK	Profiling Parkinson's disease study			PGS	
E	0	ProtecT	Prostate testing for cancer and Treatment study			PGS	
E	0	PROtEuS	Prostate Cancer and Environment Study			PGS	
E	0	PROVAQ	PRevention of OVArian cancer in Quebec			PGS	
E	0	PROVEIT	PROVE IT–TIMI 22			PGS	
E	0	PSC	Pharma SNP Consortium			PGS	
E	0	PSEU	Program in Sleep at Emory University			PGS	
E	0	PSGDS	Perlegen Sciences Genotyped Discovery Samples			PGS	
E	0	PSWC	Pumwani Sex Workers Cohort			PGS	
E	0	PURE	Prospective Urban and Rural Epidemiology			PGS	
E	0	PURIFICAR	The Puerto Rico Familial Colorectal Cancer Registry			PGS	
E	0	Q2L	Q2L			PGS	
E	0	QFMP	Queensland Familial Melanoma Project			PGS	
E	0	QFS	Quebec Family Study			PGS	
E	0	QLCSP	Quebec Lung Cancer Screening Program			PGS	
E	0	QLD	Queensland Study			PGS	
E	0	QUASAR2	QUASAR2			PGS	
E	0	RADIANT	RADIANT			PGS	
E	0	RAI	Residence Assessment Instrument			PGS	
E	0	RAPPER	Radiogenomics: Assessment of Polymorphisms for Predicting the effects of radiotherapy			PGS	
E	0	RBCS	Rotterdam Breast Cancer Study			PGS	
E	0	REFGENSEP	Multiple Sclerosis Genetics Study			PGS	
E	0	REGICOR	Registre Gironi del COR			PGS	
E	0	RENDOCAS	Registry of Endometrial Cancer in Sweden			PGS	
E	0	REPRIEVE	Randomized Trial to Prevent Vascular Events in HIV			PGS	
E	0	REQUITE	REQUITE cohort			PGS	
E	0	RES	Reykjavik Eye Study			PGS	
E	0	Resolucent	The Resource for the Study of Lung Cancer Epidemiology in North Trent			PGS	
E	0	REVEAL-HBV	Risk Evaluation of Viral Load Elevation and Associated Liver Disease/Cancer-Hepatitis B Virus study			PGS	
E	0	RFPCS	Risk Factors for Prostate Cancer Study			PGS	
E	0	RJ_study	RuiJin T2D Study			PGS	
